trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1188,False,"{'a': 0.4, 'e': 0.11357700687292344}",25,10,26.18760791482267,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1189,False,"{'a': 0.4, 'e': 0.11336905835491695}",30,22,16.59815743153105,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1190,False,"{'a': 0.4, 'e': 0.11316149057054069}",20,5,16.9055821909743,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1191,False,"{'a': 0.4, 'e': 0.11295430282270827}",20,3,15.783564989692575,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1192,False,"{'a': 0.4, 'e': 0.11274749441560944}",25,0,26.12830308434515,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1193,False,"{'a': 0.4, 'e': 0.11254106465470808}",25,14,21.07773769395778,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1194,False,"{'a': 0.4, 'e': 0.11233501284673951}",25,18,-0.7614093248692351,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1195,False,"{'a': 0.4, 'e': 0.11212933829970857}",20,3,33.16154552772455,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1196,False,"{'a': 0.4, 'e': 0.11192404032288686}",20,11,15.893758278257284,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1197,False,"{'a': 0.4, 'e': 0.11171911822681081}",20,8,22.39681374258145,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1198,False,"{'a': 0.4, 'e': 0.11151457132327906}",25,9,30.239740656222107,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1199,False,"{'a': 0.4, 'e': 0.11131039892535041}",20,10,18.04721651417203,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1200,False,"{'a': 0.4, 'e': 0.11110660034734121}",30,24,11.538894829934087,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1201,False,"{'a': 0.4, 'e': 0.11090317490482345}",25,13,19.90536835022041,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1202,False,"{'a': 0.4, 'e': 0.110700121914622}",20,0,32.901603552783314,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1203,False,"{'a': 0.4, 'e': 0.11049744069481279}",20,10,18.678580743155187,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1204,False,"{'a': 0.4, 'e': 0.1102951305647201}",25,11,5.741920663423433,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1205,False,"{'a': 0.4, 'e': 0.1100931908449146}",20,8,18.11660197136485,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1206,False,"{'a': 0.4, 'e': 0.1098916208572108}",25,13,23.01224671738324,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1207,False,"{'a': 0.4, 'e': 0.10969041992466505}",20,16,7.109370795260943,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1208,False,"{'a': 0.4, 'e': 0.10948958737157295}",30,15,-8.625064146463034,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
1209,False,"{'a': 0.4, 'e': 0.10928912252346744}",20,7,8.918717786628235,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1210,False,"{'a': 0.4, 'e': 0.10908902470711614}",20,6,24.377862137227346,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1211,False,"{'a': 0.4, 'e': 0.10888929325051948}",20,13,14.595182433927722,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1212,False,"{'a': 0.4, 'e': 0.1086899274829081}",30,13,32.94488467062849,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1213,False,"{'a': 0.4, 'e': 0.1084909267347409}",25,8,6.211719818471055,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1214,False,"{'a': 0.4, 'e': 0.10829229033770249}",20,6,-17.165720969780132,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1215,False,"{'a': 0.4, 'e': 0.10809401762470126}",20,14,9.487748333797889,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1216,False,"{'a': 0.4, 'e': 0.10789610792986684}",20,2,20.404252531847813,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1217,False,"{'a': 0.4, 'e': 0.10769856058854813}",20,10,19.78302509867691,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1218,False,"{'a': 0.4, 'e': 0.10750137493731078}",20,3,33.439478599656134,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1219,False,"{'a': 0.4, 'e': 0.10730455031393535}",20,0,2.389878503267204,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1220,False,"{'a': 0.4, 'e': 0.1071080860574146}",20,14,-2.184917375206395,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1221,False,"{'a': 0.4, 'e': 0.10691198150795178}",25,8,5.627610359263407,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1222,False,"{'a': 0.4, 'e': 0.10671623600695795}",25,1,38.579254440827775,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1223,False,"{'a': 0.4, 'e': 0.10652084889705017}",30,10,34.20563244096206,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1224,False,"{'a': 0.4, 'e': 0.10632581952204892}",20,8,19.884300536894788,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1225,False,"{'a': 0.4, 'e': 0.10613114722697627}",20,10,-23.293544217271386,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1226,False,"{'a': 0.4, 'e': 0.1059368313580533}",20,3,16.296136222549116,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1227,False,"{'a': 0.4, 'e': 0.10574287126269828}",20,8,21.110651256245124,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1228,False,"{'a': 0.4, 'e': 0.10554926628952413}",20,7,-2.892142099837872,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
1229,False,"{'a': 0.4, 'e': 0.10535601578833655}",20,9,21.681013140579463,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1230,False,"{'a': 0.4, 'e': 0.10516311911013151}",35,13,42.10751693442102,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1231,False,"{'a': 0.4, 'e': 0.10497057560709344}",25,11,-15.92775115300348,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1232,False,"{'a': 0.4, 'e': 0.10477838463259267}",20,15,9.388776442073578,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1233,False,"{'a': 0.4, 'e': 0.10458654554118363}",35,23,18.457073759213905,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1234,False,"{'a': 0.4, 'e': 0.1043950576886023}",30,13,28.028418560617006,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1235,False,"{'a': 0.4, 'e': 0.10420392043176444}",25,16,16.241633755842248,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1236,False,"{'a': 0.4, 'e': 0.10401313312876304}",25,13,17.07941367988125,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1237,False,"{'a': 0.4, 'e': 0.10382269513886656}",20,13,12.062555937483456,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1238,False,"{'a': 0.4, 'e': 0.10363260582251642}",20,0,31.295019057327767,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1239,False,"{'a': 0.4, 'e': 0.1034428645413251}",35,25,15.117252910908126,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1240,False,"{'a': 0.4, 'e': 0.10325347065807385}",20,16,8.867487842048485,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1241,False,"{'a': 0.4, 'e': 0.10306442353671066}",20,3,5.451489782366273,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
1242,False,"{'a': 0.4, 'e': 0.10287572254234799}",20,13,12.578232471707395,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1243,False,"{'a': 0.4, 'e': 0.10268736704126086}",30,16,26.558332462658093,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1244,False,"{'a': 0.4, 'e': 0.10249935640088437}",20,1,32.907393447173206,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1245,False,"{'a': 0.4, 'e': 0.10231168998981201}",20,13,11.436719721467039,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1246,False,"{'a': 0.4, 'e': 0.10212436717779312}",20,5,28.36389641153169,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1247,False,"{'a': 0.4, 'e': 0.10193738733573114}",20,8,20.204423855460586,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1248,False,"{'a': 0.4, 'e': 0.10175074983568115}",20,0,22.715412835170643,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1249,False,"{'a': 0.4, 'e': 0.10156445405084812}",20,13,16.3734661672961,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1250,False,"{'a': 0.4, 'e': 0.10137849935558443}",25,11,22.91059980722424,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1251,False,"{'a': 0.4, 'e': 0.10119288512538815}",20,6,16.090039220891413,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1252,False,"{'a': 0.4, 'e': 0.10100761073690058}",25,0,38.59225993364561,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1253,False,"{'a': 0.4, 'e': 0.10082267556790449}",30,1,17.859595300982605,"{0: 27, 1: 0, 2: 1, 3: 1, 4: 0}",1
1254,False,"{'a': 0.4, 'e': 0.10063807899732172}",20,9,-21.405940382166534,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1255,False,"{'a': 0.4, 'e': 0.10045382040521136}",20,0,10.091557928337837,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1256,False,"{'a': 0.4, 'e': 0.10026989917276746}",20,0,34.77358206780231,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1257,False,"{'a': 0.4, 'e': 0.10008631468231716}",35,25,4.798047016112367,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1258,False,"{'a': 0.4, 'e': 0.09990306631731834}",20,15,10.657394164968427,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1259,False,"{'a': 0.4, 'e': 0.09972015346235788}",20,12,-23.654905252940225,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1260,False,"{'a': 0.4, 'e': 0.09953757550314926}",20,6,-16.540158587378237,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1261,False,"{'a': 0.4, 'e': 0.09935533182653083}",30,13,21.516614713836166,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1262,False,"{'a': 0.4, 'e': 0.0991734218204634}",25,15,18.074904209218282,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1263,False,"{'a': 0.4, 'e': 0.09899184487402854}",20,5,28.30699715240062,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1264,False,"{'a': 0.4, 'e': 0.09881060037742617}",20,13,11.538321915081742,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1265,False,"{'a': 0.4, 'e': 0.09862968772197289}",25,0,-9.297309997883744,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
1266,False,"{'a': 0.4, 'e': 0.09844910630009955}",30,15,25.101036359903695,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1267,False,"{'a': 0.4, 'e': 0.09826885550534957}",25,15,11.65306846929553,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1268,False,"{'a': 0.4, 'e': 0.09808893473237658}",20,4,18.288369023676083,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1269,False,"{'a': 0.4, 'e': 0.0979093433769427}",20,5,25.58801359261535,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1270,False,"{'a': 0.4, 'e': 0.09773008083591617}",20,14,10.295878317340135,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1271,False,"{'a': 0.4, 'e': 0.09755114650726969}",20,16,8.901245203368157,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1272,False,"{'a': 0.4, 'e': 0.09737253979007805}",20,14,11.983638232830018,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1273,False,"{'a': 0.4, 'e': 0.09719426008451645}",25,17,13.206787035045753,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1274,False,"{'a': 0.4, 'e': 0.0970163067918581}",25,12,25.919070755776143,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1275,False,"{'a': 0.4, 'e': 0.09683867931447264}",25,13,21.653885692222318,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1276,False,"{'a': 0.4, 'e': 0.09666137705582371}",25,16,16.58295817331362,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1277,False,"{'a': 0.4, 'e': 0.09648439942046734}",20,3,29.238370912829698,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1278,False,"{'a': 0.4, 'e': 0.09630774581404958}",20,14,11.51716191106446,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1279,False,"{'a': 0.4, 'e': 0.09613141564330487}",20,5,27.96669248101982,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1280,False,"{'a': 0.4, 'e': 0.09595540831605366}",25,10,16.696046344562475,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1281,False,"{'a': 0.4, 'e': 0.09577972324120083}",25,14,22.283332020142563,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1282,False,"{'a': 0.4, 'e': 0.09560435982873335}",25,18,11.956530341280265,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1283,False,"{'a': 0.4, 'e': 0.09542931748971845}",25,9,24.146997928489057,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1284,False,"{'a': 0.4, 'e': 0.09525459563630176}",20,5,24.656596684503086,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1285,False,"{'a': 0.4, 'e': 0.09508019368170506}",25,15,17.814430987538266,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1286,False,"{'a': 0.4, 'e': 0.09490611104022463}",20,6,24.465840156528813,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1287,False,"{'a': 0.4, 'e': 0.09473234712722893}",30,0,-39.318846797793896,"{0: 26, 1: 1, 2: 1, 3: 1, 4: 1}",0
1288,False,"{'a': 0.4, 'e': 0.09455890135915702}",25,12,12.224165787892414,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1289,False,"{'a': 0.4, 'e': 0.09438577315351622}",25,16,14.648636916494688,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1290,False,"{'a': 0.4, 'e': 0.0942129619288805}",25,9,14.506031976381525,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1291,False,"{'a': 0.4, 'e': 0.09404046710488821}",20,14,-1.1328321158113663,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1292,False,"{'a': 0.4, 'e': 0.09386828810224045}",25,8,31.609709597701876,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1293,False,"{'a': 0.4, 'e': 0.09369642434269877}",30,12,32.166090242569474,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1294,False,"{'a': 0.4, 'e': 0.09352487524908362}",30,6,42.771540875104655,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1295,False,"{'a': 0.4, 'e': 0.09335364024527205}",25,12,-28.768712949624003,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
1296,False,"{'a': 0.4, 'e': 0.09318271875619606}",20,0,-22.292699879745932,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1297,False,"{'a': 0.4, 'e': 0.09301211020784039}",20,11,16.174397188470998,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1298,False,"{'a': 0.4, 'e': 0.09284181402724095}",20,8,17.255569775135623,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1299,False,"{'a': 0.4, 'e': 0.09267182964248248}",20,15,9.176479226691907,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1300,False,"{'a': 0.4, 'e': 0.09250215648269702}",20,9,22.60706185484614,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1301,False,"{'a': 0.4, 'e': 0.09233279397806167}",20,16,8.425897876769943,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1302,False,"{'a': 0.4, 'e': 0.09216374155979697}",25,12,16.06573395822261,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1303,False,"{'a': 0.4, 'e': 0.09199499866016464}",20,8,19.214172454913726,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1304,False,"{'a': 0.4, 'e': 0.09182656471246611}",25,14,20.519135454503967,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1305,False,"{'a': 0.4, 'e': 0.09165843915104017}",30,13,16.43378205322129,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1306,False,"{'a': 0.4, 'e': 0.09149062141126145}",25,15,18.763163725668402,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1307,False,"{'a': 0.4, 'e': 0.09132311092953821}",20,11,15.569862706137172,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1308,False,"{'a': 0.4, 'e': 0.0911559071433107}",20,12,12.971531073333352,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1309,False,"{'a': 0.4, 'e': 0.0909890094910491}",20,6,17.625035886236763,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1310,False,"{'a': 0.4, 'e': 0.09082241741225175}",20,16,8.612420947511783,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1311,False,"{'a': 0.4, 'e': 0.09065613034744312}",30,20,20.135994659094987,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1312,False,"{'a': 0.4, 'e': 0.09049014773817216}",20,6,28.204016761680293,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1313,False,"{'a': 0.4, 'e': 0.09032446902701015}",25,19,14.060663989647699,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1314,False,"{'a': 0.4, 'e': 0.09015909365754911}",25,13,17.51496842427171,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1315,False,"{'a': 0.4, 'e': 0.08999402107439963}",20,4,19.706254448114894,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1316,False,"{'a': 0.4, 'e': 0.08982925072318934}",30,15,27.070474322625408,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1317,False,"{'a': 0.4, 'e': 0.08966478205056069}",20,13,-28.940797155302732,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
1318,False,"{'a': 0.4, 'e': 0.08950061450416946}",25,0,4.631178817149219,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
1319,False,"{'a': 0.4, 'e': 0.08933674753268253}",25,11,23.065688400181802,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1320,False,"{'a': 0.4, 'e': 0.0891731805857764}",20,14,11.766611970364066,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1321,False,"{'a': 0.4, 'e': 0.089009913114135}",20,3,29.601709386426375,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1322,False,"{'a': 0.4, 'e': 0.08884694456944814}",25,9,-20.638730672313873,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
1323,False,"{'a': 0.4, 'e': 0.08868427440440939}",35,17,21.035738170340505,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1324,False,"{'a': 0.4, 'e': 0.08852190207271456}",20,11,17.648104839244226,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1325,False,"{'a': 0.4, 'e': 0.08835982702905949}",20,5,17.494437263982896,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1326,False,"{'a': 0.4, 'e': 0.08819804872913863}",20,3,5.215255688374351,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
1327,False,"{'a': 0.4, 'e': 0.08803656662964279}",20,9,-4.004356608733756,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1328,False,"{'a': 0.4, 'e': 0.08787538018825773}",25,11,21.315816651932344,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1329,False,"{'a': 0.4, 'e': 0.08771448886366195}",20,8,23.58369829524693,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1330,False,"{'a': 0.4, 'e': 0.08755389211552522}",20,11,6.753514922048428,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1331,False,"{'a': 0.4, 'e': 0.08739358940450646}",20,13,10.460467787836615,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1332,False,"{'a': 0.4, 'e': 0.08723358019225219}",20,14,12.360304886142446,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1333,False,"{'a': 0.4, 'e': 0.08707386394139449}",25,7,29.50906092547384,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1334,False,"{'a': 0.4, 'e': 0.08691444011554944}",25,16,18.06903133060737,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1335,False,"{'a': 0.4, 'e': 0.08675530817931505}",25,10,27.95822369384661,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1336,False,"{'a': 0.4, 'e': 0.08659646759826972}",20,0,15.28931727505841,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1337,False,"{'a': 0.4, 'e': 0.08643791783897022}",25,3,14.895390556053059,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
1338,False,"{'a': 0.4, 'e': 0.0862796583689501}",20,7,21.28850619045474,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1339,False,"{'a': 0.4, 'e': 0.0861216886567177}",30,15,23.21408507687935,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1340,False,"{'a': 0.4, 'e': 0.08596400817175459}",25,18,13.8719606222342,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1341,False,"{'a': 0.4, 'e': 0.08580661638451355}",20,16,9.689275518786268,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1342,False,"{'a': 0.4, 'e': 0.08564951276641702}",30,6,5.757096819268781,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
1343,False,"{'a': 0.4, 'e': 0.0854926967898551}",20,13,11.348959300651995,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1344,False,"{'a': 0.4, 'e': 0.08533616792818402}",25,17,1.3195578889426705,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1345,False,"{'a': 0.4, 'e': 0.08517992565572409}",20,14,10.211288433355698,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1346,False,"{'a': 0.4, 'e': 0.08502396944775827}",20,13,13.023697272362469,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1347,False,"{'a': 0.4, 'e': 0.08486829878053002}",20,16,8.062293492091502,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1348,False,"{'a': 0.4, 'e': 0.08471291313124198}",30,18,21.401024750490485,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1349,False,"{'a': 0.4, 'e': 0.08455781197805375}",30,15,14.371233439277283,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1350,False,"{'a': 0.4, 'e': 0.08440299480008057}",25,14,19.81963677706472,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1351,False,"{'a': 0.4, 'e': 0.08424846107739119}",20,8,22.238834919682148,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1352,False,"{'a': 0.4, 'e': 0.08409421029100649}",25,12,23.5155665126945,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1353,False,"{'a': 0.4, 'e': 0.08394024192289734}",20,6,12.689951774198107,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1354,False,"{'a': 0.4, 'e': 0.08378655545598329}",25,18,14.479155447623665,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1355,False,"{'a': 0.4, 'e': 0.08363315037413044}",35,22,9.89333513024835,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1356,False,"{'a': 0.4, 'e': 0.08348002616215}",30,8,17.02656903078238,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
1357,False,"{'a': 0.4, 'e': 0.08332718230579632}",20,1,32.03909138441683,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1358,False,"{'a': 0.4, 'e': 0.08317461829176544}",20,13,11.214677283131474,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1359,False,"{'a': 0.4, 'e': 0.08302233360769305}",20,12,15.564511602726595,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1360,False,"{'a': 0.4, 'e': 0.08287032774215305}",20,0,29.17338542868378,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1361,False,"{'a': 0.4, 'e': 0.08271860018465564}",25,14,24.749688452549584,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1362,False,"{'a': 0.4, 'e': 0.08256715042564575}",30,18,13.081789026220246,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1363,False,"{'a': 0.4, 'e': 0.08241597795650113}",20,12,14.44577192398338,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1364,False,"{'a': 0.4, 'e': 0.08226508226953093}",30,24,10.04372056770417,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1365,False,"{'a': 0.4, 'e': 0.08211446285797366}",20,0,-19.08266062070342,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1366,False,"{'a': 0.4, 'e': 0.08196411921599586}",25,15,16.41856907633508,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1367,False,"{'a': 0.4, 'e': 0.08181405083868999}",25,0,28.92465562131277,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1368,False,"{'a': 0.4, 'e': 0.08166425722207314}",20,7,24.133576534799456,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1369,False,"{'a': 0.4, 'e': 0.08151473786308497}",25,1,25.99399185338688,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
1370,False,"{'a': 0.4, 'e': 0.08136549225958636}",20,4,26.416462257383827,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
